baseline_tpot_191_tokens GPU USAGE
Iteration: 4.890617370605469 GB
Iteration: 4.890617370605469 GB
Iteration: 4.890617370605469 GB
Iteration: 4.890617370605469 GB
Iteration: 4.890617370605469 GB
Iteration: 4.890617370605469 GB
Iteration: 4.890617370605469 GB
Iteration: 4.890617370605469 GB
Iteration: 4.890617370605469 GB
Iteration: 4.890617370605469 GB
Average: 4.890617370605469
