baseline_tpot_191_tokens_ot_128 GPU USAGE
Iteration: 4.795303821563721 GB
Iteration: 4.795303821563721 GB
Iteration: 4.795303821563721 GB
Iteration: 4.795303821563721 GB
Iteration: 4.795303821563721 GB
Iteration: 4.795303821563721 GB
Iteration: 4.795303821563721 GB
Iteration: 4.795303821563721 GB
Iteration: 4.795303821563721 GB
Iteration: 4.795303821563721 GB
Average: 4.795303821563721
