baseline_tpot_17_tokens_ot_128 GPU USAGE
Iteration: 4.7452473640441895 GB
Iteration: 4.7452473640441895 GB
Iteration: 4.7452473640441895 GB
Iteration: 4.7452473640441895 GB
Iteration: 4.7452473640441895 GB
Iteration: 4.7452473640441895 GB
Iteration: 4.7452473640441895 GB
Iteration: 4.7452473640441895 GB
Iteration: 4.7452473640441895 GB
Iteration: 4.7452473640441895 GB
Average: 4.7452473640441895
