baseline_throughput_660_tokens_ot_128 GPU USAGE
Iteration: 5.026683807373047 GB
Iteration: 5.026683807373047 GB
Iteration: 5.026683807373047 GB
Iteration: 5.026683807373047 GB
Iteration: 5.026683807373047 GB
Iteration: 5.026683807373047 GB
Iteration: 5.026683807373047 GB
Iteration: 5.026683807373047 GB
Iteration: 5.026683807373047 GB
Iteration: 5.026683807373047 GB
Average: 5.026683807373047
