baseline_ttft_191_tokens GPU USAGE
Iteration: 4.750290870666504 GB
Iteration: 4.750290870666504 GB
Iteration: 4.750290870666504 GB
Iteration: 4.750290870666504 GB
Iteration: 4.750290870666504 GB
Iteration: 4.750290870666504 GB
Iteration: 4.750290870666504 GB
Iteration: 4.750290870666504 GB
Iteration: 4.750290870666504 GB
Iteration: 4.750290870666504 GB
Average: 4.750290870666504
