baseline_throughput_17_tokens GPU USAGE
Iteration: 4.7452473640441895 GB
Iteration: 4.7452473640441895 GB
Iteration: 4.7452473640441895 GB
Iteration: 4.7452473640441895 GB
Iteration: 4.7452473640441895 GB
Iteration: 4.7452473640441895 GB
Iteration: 4.7452473640441895 GB
Iteration: 4.7452473640441895 GB
Iteration: 4.7452473640441895 GB
Iteration: 4.7452473640441895 GB
Average: 4.7452473640441895
