vllm_tpot_17_tokens_ot_128 GPU USAGE
Iteration: 11.40824031829834 GB
Iteration: 11.40824031829834 GB
Iteration: 11.40824031829834 GB
Iteration: 11.40824031829834 GB
Iteration: 11.40824031829834 GB
Iteration: 11.40824031829834 GB
Iteration: 11.40824031829834 GB
Iteration: 11.40824031829834 GB
Iteration: 11.40824031829834 GB
Iteration: 11.40824031829834 GB
Average: 11.40824031829834
