vllm_ttft_17_tokens GPU USAGE
Iteration: 11.40824031829834 GB
Iteration: 11.40824031829834 GB
Iteration: 11.40824031829834 GB
Iteration: 11.40824031829834 GB
Iteration: 11.40824031829834 GB
Iteration: 11.40824031829834 GB
Iteration: 11.40824031829834 GB
Iteration: 11.40824031829834 GB
Iteration: 11.40824031829834 GB
Iteration: 11.40824031829834 GB
Average: 11.40824031829834
