vllm_throughput_191_tokens_ot_128 GPU USAGE
Iteration: 11.423590660095215 GB
Iteration: 11.423590660095215 GB
Iteration: 11.423590660095215 GB
Iteration: 11.423590660095215 GB
Iteration: 11.423590660095215 GB
Iteration: 11.423590660095215 GB
Iteration: 11.423590660095215 GB
Iteration: 11.423590660095215 GB
Iteration: 11.423590660095215 GB
Iteration: 11.423590660095215 GB
Average: 11.423590660095215
